method,fit_scope,seed,target_alpha,condition,coverage,selective_risk,risk_excess,worst_condition_risk
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,color_s2,0.45864970645792563,0.13116123193204512,-0.01883876806795487,0.13116123193204512
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,color_s3,0.48225048923679076,0.14070417378882893,-0.00929582621117106,0.14070417378882893
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,turbidity_s1,0.4666340508806261,0.1269652647007827,-0.02303473529921729,0.1269652647007827
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,turbidity_s2,0.4753620352250489,0.12877095493383017,-0.02122904506616982,0.12877095493383017
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,turbidity_s3,0.4783757338551859,0.13557072036657483,-0.014429279633425163,0.13557072036657483
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,lowlight_s1,0.4012720156555772,0.11862863939044573,-0.03137136060955427,0.11862863939044573
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,lowlight_s2,0.2455381604696673,0.09869538799325007,-0.05130461200674992,0.09869538799325007
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,lowlight_s3,0.23575342465753424,0.17160014979694055,0.021600149796940554,0.17160014979694055
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,blur_s1,0.4561056751467709,0.13225505721849357,-0.01774494278150643,0.13225505721849357
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,blur_s2,0.45559686888454,0.14693224410694727,-0.0030677558930527205,0.14693224410694727
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.15,blur_s3,0.45559686888454,0.17438084055426864,0.024380840554268646,0.17438084055426864
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,clean,0.46240704500978463,0.12928320991477005,-0.020716790085229947,0.12928320991477005
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,color_s1,0.4558317025440312,0.12883638335403155,-0.02116361664596844,0.12883638335403155
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,color_s2,0.45810176125244617,0.13107950576987745,-0.018920494230122542,0.13107950576987745
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,color_s3,0.48170254403131135,0.14070244044328434,-0.009297559556715657,0.14070244044328434
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,turbidity_s1,0.4666340508806261,0.1269652647007827,-0.02303473529921729,0.1269652647007827
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,turbidity_s2,0.4753620352250489,0.12877095493383017,-0.02122904506616982,0.12877095493383017
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,turbidity_s3,0.47841487279843437,0.13560847337702417,-0.014391526622975825,0.13560847337702417
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.15,lowlight_s1,0.4007632093933463,0.11848260529879301,-0.031517394701206985,0.11848260529879301
