method,fit_scope,condition,degradation_type,severity,split,temperature,miou,pixel_accuracy,mean_accuracy,mean_dice,nll,brier_score,ece,error_auroc,aurc,mean_confidence,mean_correct_confidence,mean_wrong_confidence
raw,none,lowlight_s2,lowlight,2,val,1.0,0.5665005411127014,0.83516722146416,0.672266927001415,0.6861544731619964,0.7653182893764664,0.2683046592152826,0.10073441351391893,0.7992872376556867,0.06303443084810084,0.9359016418457031,0.958265483379364,0.8225898146629333
clean_global,clean_global,lowlight_s2,lowlight,2,val,2.197198903975547,0.5665005411127014,0.83516722146416,0.672266927001415,0.6861544731619964,0.531399178178343,0.249399280076339,0.016621157496483168,0.795949516335325,0.06430023693636196,0.8252605199813843,0.8573404550552368,0.6627196073532104
pooled,pooled,lowlight_s2,lowlight,2,val,2.28497280189414,0.5665005411127014,0.83516722146416,0.672266927001415,0.6861544731619964,0.533199968221888,0.25002882905202367,0.022433217448855822,0.7954608909136023,0.06444016323835645,0.814740002155304,0.846933126449585,0.6516253352165222
per_degradation,per_degradation,lowlight_s2,lowlight,2,val,2.328063259646498,0.5665005411127014,0.83516722146416,0.672266927001415,0.6861544731619964,0.5345695116748549,0.2504512433592043,0.02576297063000839,0.7952139395026496,0.06450986242013668,0.8094878196716309,0.8417106866836548,0.6462225317955017
raw,none,lowlight_s3,lowlight,3,val,1.0,0.48093069652036996,0.7712481308564022,0.594494592616909,0.610340722427029,1.1877144736604965,0.3806033953684106,0.15356440110120956,0.7410876490022621,0.1191012559291952,0.9248108267784119,0.9502648711204529,0.8389912247657776
clean_global,clean_global,lowlight_s3,lowlight,3,val,2.197198903975547,0.48093069652036996,0.7712481308564022,0.594494592616909,0.610340722427029,0.7432262563632867,0.34592443477798995,0.04170405261354436,0.7367601336858465,0.12227254268530918,0.8082647919654846,0.8446674942970276,0.6855311989784241
pooled,pooled,lowlight_s3,lowlight,3,val,2.28497280189414,0.48093069652036996,0.7712481308564022,0.594494592616909,0.610340722427029,0.7384414048681157,0.3452353998224848,0.03512010055703585,0.736296302128163,0.12249032589564605,0.7976267337799072,0.8341549038887024,0.6744704842567444
per_degradation,per_degradation,lowlight_s3,lowlight,3,val,2.328063259646498,0.48093069652036996,0.7712481308564022,0.594494592616909,0.610340722427029,0.7367593821143814,0.3450018666469162,0.03314609922944559,0.73606467650831,0.1225961677120174,0.7923299670219421,0.8288904428482056,0.6690642237663269
raw,none,blur_s1,blur,1,val,1.0,0.5877992097610115,0.8542048949266314,0.6798900319017498,0.703119631522035,0.7520335110718075,0.24400767570579796,0.09238300169309778,0.7915932145097456,0.057108239640902274,0.9465879201889038,0.96443110704422,0.8420450091362
clean_global,clean_global,blur_s1,blur,1,val,2.197198903975547,0.5877992097610115,0.8542048949266314,0.6798900319017498,0.703119631522035,0.5045599378588719,0.23003660788819125,0.018129281729530954,0.787189586049212,0.05795504711878549,0.8447451591491699,0.8710010051727295,0.6909142732620239
pooled,pooled,blur_s1,blur,1,val,2.28497280189414,0.5877992097610115,0.8542048949266314,0.6798900319017498,0.703119631522035,0.5055454027707174,0.23065882549256858,0.02039194099481938,0.7866562688418143,0.0580668767127198,0.8346032500267029,0.8610095381736755,0.6798903942108154
per_degradation,per_degradation,blur_s1,blur,1,val,2.3930363424804875,0.5877992097610115,0.8542048949266314,0.6798900319017498,0.703119631522035,0.5085947887356785,0.2318078749437492,0.03247223298894284,0.7859794380072411,0.058208939337558004,0.821732759475708,0.8482450842857361,0.6663980484008789
