method,fit_scope,condition,degradation_type,severity,split,temperature,miou,pixel_accuracy,mean_accuracy,mean_dice,nll,brier_score,ece,error_auroc,aurc,mean_confidence,mean_correct_confidence,mean_wrong_confidence
per_degradation,per_degradation,turbidity_s2,turbidity,2,calibration,1.9494872635995815,0.6001707914621843,0.808092184081288,0.7149769163379927,0.72696347507339,0.6214558327034728,0.2914126728586229,0.03442597554660911,0.7766549294900582,0.08536971802939637,0.7903828024864197,0.8282997608184814,0.6307206153869629
raw,none,turbidity_s3,turbidity,3,calibration,1.0,0.5775453115806277,0.7902153398348316,0.6958805617198107,0.7103300523271507,0.8854887278656981,0.3328516831681064,0.10798169273132259,0.7705181662462164,0.09421178612501638,0.8981969952583313,0.928960919380188,0.782315731048584
clean_global,clean_global,turbidity_s3,turbidity,3,calibration,1.927998726450754,0.5775453115806277,0.7902153398348316,0.6958805617198107,0.7103300523271507,0.6792322090590199,0.3164043484576035,0.032451553579152706,0.7696321601844811,0.09413755897540063,0.7810527086257935,0.821461021900177,0.6288425922393799
pooled,pooled,turbidity_s3,turbidity,3,calibration,1.9671212672389797,0.5775453115806277,0.7902153398348316,0.6958805617198107,0.7103300523271507,0.6788711380922268,0.3167646852983913,0.03460507914102172,0.7694885771677918,0.09416767333808719,0.7758314609527588,0.8163615465164185,0.6231628060340881
per_degradation,per_degradation,turbidity_s3,turbidity,3,calibration,1.9494872635995815,0.5775453115806277,0.7902153398348316,0.6958805617198107,0.7103300523271507,0.6789897536941133,0.3165929629559568,0.03358833503330235,0.7695540638207329,0.0941538935029278,0.7781854867935181,0.8186630010604858,0.625714898109436
raw,none,lowlight_s1,lowlight,1,calibration,1.0,0.6038486284347269,0.8062628944896308,0.7216152207762401,0.7303027422064801,0.8057356374267393,0.3063644718724662,0.09827082507379119,0.7791022004865851,0.08547166326185818,0.9045335650444031,0.9338249564170837,0.7826335430145264
clean_global,clean_global,lowlight_s1,lowlight,1,calibration,1.927998726450754,0.6038486284347269,0.8062628944896308,0.7216152207762401,0.7303027422064801,0.6239904221515858,0.2923463470496725,0.02977043566456878,0.7791262904186205,0.0853600446075152,0.7934914231300354,0.8321213126182556,0.6327283978462219
pooled,pooled,lowlight_s1,lowlight,1,calibration,1.9671212672389797,0.6038486284347269,0.8062628944896308,0.7216152207762401,0.7303027422064801,0.6239767448361424,0.29275474737042523,0.03269834755920181,0.779012388290391,0.08537548372427738,0.7884684801101685,0.8272247314453125,0.6271789073944092
per_degradation,per_degradation,lowlight_s1,lowlight,1,calibration,2.0695141636564007,0.6038486284347269,0.8062628944896308,0.7216152207762401,0.7303027422064801,0.6254227615019684,0.2941592679539046,0.04253503069198251,0.7786819827000779,0.08542355425733705,0.7752779126167297,0.8142839670181274,0.6129493117332458
raw,none,lowlight_s2,lowlight,2,calibration,1.0,0.5694464578977043,0.7809863039710568,0.7017302574553961,0.7042674628437003,0.8897491176378781,0.341944515977276,0.11047692736022013,0.7807991456484483,0.09665798148829684,0.8914613127708435,0.9254312515258789,0.7703268527984619
