method,condition,split,class_id,class_name,iou,dice,accuracy,classwise_ece
clean_global,turbidity_s1,calibration,1,human_divers,0.7588424247666528,0.8628884703725851,0.8363036432334997,0.008182551675548051
clean_global,turbidity_s1,calibration,2,aquatic_plants,0.19616529977168423,0.3279902866420334,0.24432246175660283,0.005860585108606773
clean_global,turbidity_s1,calibration,3,wrecks_ruins,0.7484220008370268,0.8561113969953852,0.808174724966959,0.010026389914933348
clean_global,turbidity_s1,calibration,4,robots_instruments,0.7637472314128682,0.866050665095656,0.8921931898038714,0.003663667953982304
clean_global,turbidity_s1,calibration,5,reefs_invertebrates,0.7238472514996809,0.8398043978316079,0.8809840978677557,0.02197213833914187
clean_global,turbidity_s1,calibration,6,fish_vertebrates,0.7106347810168031,0.830843367506419,0.805881279959509,0.02047929053200308
clean_global,turbidity_s1,calibration,7,seafloor_rocks,0.45904538132349276,0.6292407175259963,0.5814159144544739,0.032293297426244934
pooled,turbidity_s1,calibration,0,background_waterbody,0.8810828000135396,0.9367825807638003,0.9526518027494469,0.0269756990341722
pooled,turbidity_s1,calibration,1,human_divers,0.7588424247666528,0.8628884703725851,0.8363036432334997,0.009098445609792626
pooled,turbidity_s1,calibration,2,aquatic_plants,0.19616529977168423,0.3279902866420334,0.24432246175660283,0.0073852120275503695
pooled,turbidity_s1,calibration,3,wrecks_ruins,0.7484220008370268,0.8561113969953852,0.808174724966959,0.009806420154774937
pooled,turbidity_s1,calibration,4,robots_instruments,0.7637472314128682,0.866050665095656,0.8921931898038714,0.004179936980660666
pooled,turbidity_s1,calibration,5,reefs_invertebrates,0.7238472514996809,0.8398043978316079,0.8809840978677557,0.02140752183863883
pooled,turbidity_s1,calibration,6,fish_vertebrates,0.7106347810168031,0.830843367506419,0.805881279959509,0.023021941919999185
pooled,turbidity_s1,calibration,7,seafloor_rocks,0.45904538132349276,0.6292407175259963,0.5814159144544739,0.0293979132113189
per_degradation,turbidity_s1,calibration,0,background_waterbody,0.8810828000135396,0.9367825807638003,0.9526518027494469,0.025361094912981864
per_degradation,turbidity_s1,calibration,1,human_divers,0.7588424247666528,0.8628884703725851,0.8363036432334997,0.00872091662186105
per_degradation,turbidity_s1,calibration,2,aquatic_plants,0.19616529977168423,0.3279902866420334,0.24432246175660283,0.00676724793530983
per_degradation,turbidity_s1,calibration,3,wrecks_ruins,0.7484220008370268,0.8561113969953852,0.808174724966959,0.009900605313090708
per_degradation,turbidity_s1,calibration,4,robots_instruments,0.7637472314128682,0.866050665095656,0.8921931898038714,0.003965758165699246
per_degradation,turbidity_s1,calibration,5,reefs_invertebrates,0.7238472514996809,0.8398043978316079,0.8809840978677557,0.021144203843679668
per_degradation,turbidity_s1,calibration,6,fish_vertebrates,0.7106347810168031,0.830843367506419,0.805881279959509,0.02199173653460168
per_degradation,turbidity_s1,calibration,7,seafloor_rocks,0.45904538132349276,0.6292407175259963,0.5814159144544739,0.030549554456256775
raw,turbidity_s2,calibration,0,background_waterbody,0.8747216786200535,0.9331749758864678,0.9582772182950168,0.023201360418269885
raw,turbidity_s2,calibration,1,human_divers,0.7519136121047459,0.8583911979557008,0.8238374410704381,0.0024017624904489553
raw,turbidity_s2,calibration,2,aquatic_plants,0.1931574639711094,0.3237753101392599,0.23867163980701714,0.014978558439368421
raw,turbidity_s2,calibration,3,wrecks_ruins,0.7615704771436106,0.86464945572714,0.8238677526797349,0.013342627259953865
raw,turbidity_s2,calibration,4,robots_instruments,0.8232797265493668,0.9030756110116556,0.9386219893950042,0.00026792945924168583
raw,turbidity_s2,calibration,5,reefs_invertebrates,0.7145778523965601,0.8335321156723857,0.8593595049653013,0.08213415201200537
raw,turbidity_s2,calibration,6,fish_vertebrates,0.7049968788743557,0.8269773248380335,0.8030038524552898,0.0097124775152065
raw,turbidity_s2,calibration,7,seafloor_rocks,0.44945268243132414,0.6201688235553967,0.5872948360688525,0.07444684818079426
clean_global,turbidity_s2,calibration,0,background_waterbody,0.8747216786200535,0.9331749758864678,0.9582772182950168,0.02258555703375439
clean_global,turbidity_s2,calibration,1,human_divers,0.7519136121047459,0.8583911979557008,0.8238374410704381,0.008602592465353408
clean_global,turbidity_s2,calibration,2,aquatic_plants,0.1931574639711094,0.3237753101392599,0.23867163980701714,0.00635063156327613
clean_global,turbidity_s2,calibration,3,wrecks_ruins,0.7615704771436106,0.86464945572714,0.8238677526797349,0.008560227311564018
clean_global,turbidity_s2,calibration,4,robots_instruments,0.8232797265493668,0.9030756110116556,0.9386219893950042,0.0038106866112943517
clean_global,turbidity_s2,calibration,5,reefs_invertebrates,0.7145778523965601,0.8335321156723857,0.8593595049653013,0.03063693369080136
clean_global,turbidity_s2,calibration,6,fish_vertebrates,0.7049968788743557,0.8269773248380335,0.8030038524552898,0.0212052061549322
clean_global,turbidity_s2,calibration,7,seafloor_rocks,0.44945268243132414,0.6201688235553967,0.5872948360688525,0.037712077052127625
pooled,turbidity_s2,calibration,0,background_waterbody,0.8747216786200535,0.9331749758864678,0.9582772182950168,0.026344974491251928
pooled,turbidity_s2,calibration,1,human_divers,0.7519136121047459,0.8583911979557008,0.8238374410704381,0.009552902721070757
pooled,turbidity_s2,calibration,2,aquatic_plants,0.1931574639711094,0.3237753101392599,0.23867163980701714,0.0067106977402098325
pooled,turbidity_s2,calibration,3,wrecks_ruins,0.7615704771436106,0.86464945572714,0.8238677526797349,0.008837481694421485
pooled,turbidity_s2,calibration,4,robots_instruments,0.8232797265493668,0.9030756110116556,0.9386219893950042,0.004329202049264763
pooled,turbidity_s2,calibration,5,reefs_invertebrates,0.7145778523965601,0.8335321156723857,0.8593595049653013,0.028547103935018466
pooled,turbidity_s2,calibration,6,fish_vertebrates,0.7049968788743557,0.8269773248380335,0.8030038524552898,0.023790457271900926
pooled,turbidity_s2,calibration,7,seafloor_rocks,0.44945268243132414,0.6201688235553967,0.5872948360688525,0.03445578879763461
per_degradation,turbidity_s2,calibration,0,background_waterbody,0.8747216786200535,0.9331749758864678,0.9582772182950168,0.024760952273233477
per_degradation,turbidity_s2,calibration,1,human_divers,0.7519136121047459,0.8583911979557008,0.8238374410704381,0.009164814044037664
per_degradation,turbidity_s2,calibration,2,aquatic_plants,0.1931574639711094,0.3237753101392599,0.23867163980701714,0.0060966705768168905
per_degradation,turbidity_s2,calibration,3,wrecks_ruins,0.7615704771436106,0.86464945572714,0.8238677526797349,0.008432599788570555
per_degradation,turbidity_s2,calibration,4,robots_instruments,0.8232797265493668,0.9030756110116556,0.9386219893950042,0.0041128590190393334
per_degradation,turbidity_s2,calibration,5,reefs_invertebrates,0.7145778523965601,0.8335321156723857,0.8593595049653013,0.02934874694935347
per_degradation,turbidity_s2,calibration,6,fish_vertebrates,0.7049968788743557,0.8269773248380335,0.8030038524552898,0.02273920180306303
per_degradation,turbidity_s2,calibration,7,seafloor_rocks,0.44945268243132414,0.6201688235553967,0.5872948360688525,0.035783814676546295
raw,turbidity_s3,calibration,0,background_waterbody,0.8471778996749952,0.917267253818978,0.9616986973178109,0.03518976751981441
raw,turbidity_s3,calibration,1,human_divers,0.716997214752209,0.835175745879918,0.7763493136439268,0.0034088139113275452
raw,turbidity_s3,calibration,2,aquatic_plants,0.18520073627333725,0.3125221417861578,0.22763324914442698,0.01511478051136801
raw,turbidity_s3,calibration,3,wrecks_ruins,0.7290306913158041,0.8432825339392985,0.8008160142950058,0.015957417277900936
raw,turbidity_s3,calibration,4,robots_instruments,0.8043598980507184,0.8915736809709442,0.9022391873762218,0.00017964874102679196
raw,turbidity_s3,calibration,5,reefs_invertebrates,0.7036794919282583,0.8260702735017604,0.83095901233963,0.0839140504515132
raw,turbidity_s3,calibration,6,fish_vertebrates,0.678721197271274,0.8086169381485395,0.7788450741103282,0.011759583791791811
raw,turbidity_s3,calibration,7,seafloor_rocks,0.40889374464561834,0.5804465328909074,0.5692387434834202,0.0910755521697345
clean_global,turbidity_s3,calibration,0,background_waterbody,0.8471778996749952,0.917267253818978,0.9616986973178109,0.024834019343171667
clean_global,turbidity_s3,calibration,1,human_divers,0.716997214752209,0.835175745879918,0.7763493136439268,0.00876184841622676
